date,amount,amount_other,balance,account_id,business_NAF_code,user_id,month_sin,month_cos,previous_balance_1,previous_amount_1,previous_other_1,previous_balance_2,previous_amount_2,previous_other_2,previous_balance_3,previous_amount_3,previous_other_3,previous_balance_4,previous_amount_4,previous_other_4,previous_balance_5,previous_amount_5,previous_other_5,previous_balance_6,previous_amount_6,previous_other_6
2019-01-31,1807.5,-1992.0,115.5,364,7022Z,91,0.49999999999999994,0.8660254037844387,300.0,0.0,0.0,300.0,3750.0,-4170.36,720.36,1476.0,-1396.0,640.36,2340.0,-1700.0,0.36,2937.0,-2945.0,8.36,871.16,-1970.0
2019-02-28,300.0,-415.5,0.0,364,7022Z,91,0.8660254037844386,0.5000000000000001,115.5,1807.5,-1992.0,300.0,0.0,0.0,300.0,3750.0,-4170.36,720.36,1476.0,-1396.0,640.36,2340.0,-1700.0,0.36,2937.0,-2945.0
2019-03-31,2050.0,-1800.0,250.0,364,7022Z,91,1.0,6.123233995736766e-17,0.0,300.0,-415.5,115.5,1807.5,-1992.0,300.0,0.0,0.0,300.0,3750.0,-4170.36,720.36,1476.0,-1396.0,640.36,2340.0,-1700.0
2019-04-30,750.0,-700.0,300.0,364,7022Z,91,0.8660254037844387,-0.4999999999999998,250.0,2050.0,-1800.0,0.0,300.0,-415.5,115.5,1807.5,-1992.0,300.0,0.0,0.0,300.0,3750.0,-4170.36,720.36,1476.0,-1396.0
2019-05-31,3110.0,-3160.0,250.0,364,7022Z,91,0.49999999999999994,-0.8660254037844387,300.0,750.0,-700.0,250.0,2050.0,-1800.0,0.0,300.0,-415.5,115.5,1807.5,-1992.0,300.0,0.0,0.0,300.0,3750.0,-4170.36
2019-06-30,0.0,-250.0,0.0,364,7022Z,91,1.2246467991473532e-16,-1.0,250.0,3110.0,-3160.0,300.0,750.0,-700.0,250.0,2050.0,-1800.0,0.0,300.0,-415.5,115.5,1807.5,-1992.0,300.0,0.0,0.0
2019-07-31,750.0,-320.0,430.0,364,7022Z,91,-0.4999999999999997,-0.8660254037844388,0.0,0.0,-250.0,250.0,3110.0,-3160.0,300.0,750.0,-700.0,250.0,2050.0,-1800.0,0.0,300.0,-415.5,115.5,1807.5,-1992.0
2019-08-31,0.0,-430.0,0.0,364,7022Z,91,-0.8660254037844385,-0.5000000000000004,430.0,750.0,-320.0,0.0,0.0,-250.0,250.0,3110.0,-3160.0,300.0,750.0,-700.0,250.0,2050.0,-1800.0,0.0,300.0,-415.5
2020-01-31,5850.0,-4878.0,1562.0,364,7022Z,91,0.49999999999999994,0.8660254037844387,590.0,2730.0,-2425.0,285.0,1350.0,-1345.0,280.0,1200.0,-920.0,0.0,1750.0,-1750.0,0.0,0.0,-430.0,430.0,750.0,-320.0
2020-02-29,0.0,-1562.0,0.0,364,7022Z,91,0.8660254037844386,0.5000000000000001,1562.0,5850.0,-4878.0,590.0,2730.0,-2425.0,285.0,1350.0,-1345.0,280.0,1200.0,-920.0,0.0,1750.0,-1750.0,0.0,0.0,-430.0
2020-03-31,4950.0,-4700.0,250.0,364,7022Z,91,1.0,6.123233995736766e-17,0.0,0.0,-1562.0,1562.0,5850.0,-4878.0,590.0,2730.0,-2425.0,285.0,1350.0,-1345.0,280.0,1200.0,-920.0,0.0,1750.0,-1750.0
2020-04-30,2500.0,-1047.0,1703.0,364,7022Z,91,0.8660254037844387,-0.4999999999999998,250.0,4950.0,-4700.0,0.0,0.0,-1562.0,1562.0,5850.0,-4878.0,590.0,2730.0,-2425.0,285.0,1350.0,-1345.0,280.0,1200.0,-920.0
2020-05-31,0.0,-1703.0,0.0,364,7022Z,91,0.49999999999999994,-0.8660254037844387,1703.0,2500.0,-1047.0,250.0,4950.0,-4700.0,0.0,0.0,-1562.0,1562.0,5850.0,-4878.0,590.0,2730.0,-2425.0,285.0,1350.0,-1345.0
2020-09-30,0.0,-1628.25,656.64,364,7022Z,91,-1.0,-1.8369701987210297e-16,2284.89,6241.39,-5292.25,1335.75,1273.0,-320.25,383.0,1500.0,-1117.0,0.0,0.0,-1703.0,1703.0,2500.0,-1047.0,250.0,4950.0,-4700.0
2020-03-31,1604.18,-1589.85,1070.4,365,4932Z,59,1.0,6.123233995736766e-17,1056.07,3206.89,-2433.13,282.31,3892.46,-3646.51,36.36,5963.79,-3209.07,-2718.36,898.24,-900.18,-2716.42,24.73,-21.28,0.1,0.0,0.0
2020-04-30,1193.36,-1429.97,833.79,365,4932Z,59,0.8660254037844387,-0.4999999999999998,1070.4,1604.18,-1589.85,1056.07,3206.89,-2433.13,282.31,3892.46,-3646.51,36.36,5963.79,-3209.07,-2718.36,898.24,-900.18,-2716.42,24.73,-21.28
2020-05-31,1622.96,-1662.84,793.91,365,4932Z,59,0.49999999999999994,-0.8660254037844387,833.79,1193.36,-1429.97,1070.4,1604.18,-1589.85,1056.07,3206.89,-2433.13,282.31,3892.46,-3646.51,36.36,5963.79,-3209.07,-2718.36,898.24,-900.18
2020-06-30,2049.76,-2081.88,761.79,365,4932Z,59,1.2246467991473532e-16,-1.0,793.91,1622.96,-1662.84,833.79,1193.36,-1429.97,1070.4,1604.18,-1589.85,1056.07,3206.89,-2433.13,282.31,3892.46,-3646.51,36.36,5963.79,-3209.07
2020-07-31,2431.22,-2229.7,963.31,365,4932Z,59,-0.4999999999999997,-0.8660254037844388,761.79,2049.76,-2081.88,793.91,1622.96,-1662.84,833.79,1193.36,-1429.97,1070.4,1604.18,-1589.85,1056.07,3206.89,-2433.13,282.31,3892.46,-3646.51
2020-08-31,2481.13,-2390.89,1053.55,365,4932Z,59,-0.8660254037844385,-0.5000000000000004,963.31,2431.22,-2229.7,761.79,2049.76,-2081.88,793.91,1622.96,-1662.84,833.79,1193.36,-1429.97,1070.4,1604.18,-1589.85,1056.07,3206.89,-2433.13
2020-09-30,2271.06,-3170.26,154.35,365,4932Z,59,-1.0,-1.8369701987210297e-16,1053.55,2481.13,-2390.89,963.31,2431.22,-2229.7,761.79,2049.76,-2081.88,793.91,1622.96,-1662.84,833.79,1193.36,-1429.97,1070.4,1604.18,-1589.85
2020-05-31,2789.58,-3224.84,-1486.89,366,6831Z,92,0.49999999999999994,-0.8660254037844387,-1051.63,4593.08,-4184.12,-1460.59,3042.19,-4868.89,366.11,4762.7,-3029.54,-1367.05,4035.93,-7315.21,1912.23,4683.64,-5425.07,0.1,0.0,0.0
2020-06-30,4582.0,-2750.68,344.43,366,6831Z,92,1.2246467991473532e-16,-1.0,-1486.89,2789.58,-3224.84,-1051.63,4593.08,-4184.12,-1460.59,3042.19,-4868.89,366.11,4762.7,-3029.54,-1367.05,4035.93,-7315.21,1912.23,4683.64,-5425.07
2020-07-31,2073.0,-4068.7,-1651.27,366,6831Z,92,-0.4999999999999997,-0.8660254037844388,344.43,4582.0,-2750.68,-1486.89,2789.58,-3224.84,-1051.63,4593.08,-4184.12,-1460.59,3042.19,-4868.89,366.11,4762.7,-3029.54,-1367.05,4035.93,-7315.21
2020-08-31,3659.0,-2574.05,-566.32,366,6831Z,92,-0.8660254037844385,-0.5000000000000004,-1651.27,2073.0,-4068.7,344.43,4582.0,-2750.68,-1486.89,2789.58,-3224.84,-1051.63,4593.08,-4184.12,-1460.59,3042.19,-4868.89,366.11,4762.7,-3029.54
2020-09-30,1167.0,-2448.51,-1847.83,366,6831Z,92,-1.0,-1.8369701987210297e-16,-566.32,3659.0,-2574.05,-1651.27,2073.0,-4068.7,344.43,4582.0,-2750.68,-1486.89,2789.58,-3224.84,-1051.63,4593.08,-4184.12,-1460.59,3042.19,-4868.89
2019-06-30,301.24,-1631.28,2431.99,367,7022Z,12,1.2246467991473532e-16,-1.0,3762.03,311.07,-813.3,4264.26,3100.05,-3113.97,4278.18,2604.67,-1824.72,3498.23,130.0,-494.66,3862.89,446.0,-454.06,0.1,0.0,0.0
2019-07-31,159.91,-1695.52,896.38,367,7022Z,12,-0.4999999999999997,-0.8660254037844388,2431.99,301.24,-1631.28,3762.03,311.07,-813.3,4264.26,3100.05,-3113.97,4278.18,2604.67,-1824.72,3498.23,130.0,-494.66,3862.89,446.0,-454.06
2019-08-31,2028.36,-1242.31,1682.43,367,7022Z,12,-0.8660254037844385,-0.5000000000000004,896.38,159.91,-1695.52,2431.99,301.24,-1631.28,3762.03,311.07,-813.3,4264.26,3100.05,-3113.97,4278.18,2604.67,-1824.72,3498.23,130.0,-494.66
2019-09-30,139.35,-995.6,826.18,367,7022Z,12,-1.0,-1.8369701987210297e-16,1682.43,2028.36,-1242.31,896.38,159.91,-1695.52,2431.99,301.24,-1631.28,3762.03,311.07,-813.3,4264.26,3100.05,-3113.97,4278.18,2604.67,-1824.72
2019-10-31,141.0,-1044.75,-77.57,367,7022Z,12,-0.8660254037844386,0.5000000000000001,826.18,139.35,-995.6,1682.43,2028.36,-1242.31,896.38,159.91,-1695.52,2431.99,301.24,-1631.28,3762.03,311.07,-813.3,4264.26,3100.05,-3113.97
2019-11-30,523.99,-555.34,-108.92,367,7022Z,12,-0.5000000000000004,0.8660254037844384,-77.57,141.0,-1044.75,826.18,139.35,-995.6,1682.43,2028.36,-1242.31,896.38,159.91,-1695.52,2431.99,301.24,-1631.28,3762.03,311.07,-813.3
2019-12-31,384.5,-506.18,-230.6,367,7022Z,12,-2.4492935982947064e-16,1.0,-108.92,523.99,-555.34,-77.57,141.0,-1044.75,826.18,139.35,-995.6,1682.43,2028.36,-1242.31,896.38,159.91,-1695.52,2431.99,301.24,-1631.28
2020-01-31,267.1,-353.55,-317.05,367,7022Z,12,0.49999999999999994,0.8660254037844387,-230.6,384.5,-506.18,-108.92,523.99,-555.34,-77.57,141.0,-1044.75,826.18,139.35,-995.6,1682.43,2028.36,-1242.31,896.38,159.91,-1695.52
2020-02-29,1335.0,-765.61,252.34,367,7022Z,12,0.8660254037844386,0.5000000000000001,-317.05,267.1,-353.55,-230.6,384.5,-506.18,-108.92,523.99,-555.34,-77.57,141.0,-1044.75,826.18,139.35,-995.6,1682.43,2028.36,-1242.31
2020-03-31,180.0,-298.82,133.52,367,7022Z,12,1.0,6.123233995736766e-17,252.34,1335.0,-765.61,-317.05,267.1,-353.55,-230.6,384.5,-506.18,-108.92,523.99,-555.34,-77.57,141.0,-1044.75,826.18,139.35,-995.6
2020-04-30,154.1,-87.44,200.18,367,7022Z,12,0.8660254037844387,-0.4999999999999998,133.52,180.0,-298.82,252.34,1335.0,-765.61,-317.05,267.1,-353.55,-230.6,384.5,-506.18,-108.92,523.99,-555.34,-77.57,141.0,-1044.75
2020-05-31,340.13,-525.56,14.75,367,7022Z,12,0.49999999999999994,-0.8660254037844387,200.18,154.1,-87.44,133.52,180.0,-298.82,252.34,1335.0,-765.61,-317.05,267.1,-353.55,-230.6,384.5,-506.18,-108.92,523.99,-555.34
2020-06-30,340.0,-428.72,-73.97,367,7022Z,12,1.2246467991473532e-16,-1.0,14.75,340.13,-525.56,200.18,154.1,-87.44,133.52,180.0,-298.82,252.34,1335.0,-765.61,-317.05,267.1,-353.55,-230.6,384.5,-506.18
2020-07-31,233.15,-380.01,-220.83,367,7022Z,12,-0.4999999999999997,-0.8660254037844388,-73.97,340.0,-428.72,14.75,340.13,-525.56,200.18,154.1,-87.44,133.52,180.0,-298.82,252.34,1335.0,-765.61,-317.05,267.1,-353.55
2020-08-31,1187.9,-454.81,512.26,367,7022Z,12,-0.8660254037844385,-0.5000000000000004,-220.83,233.15,-380.01,-73.97,340.0,-428.72,14.75,340.13,-525.56,200.18,154.1,-87.44,133.52,180.0,-298.82,252.34,1335.0,-765.61
2020-09-30,398.99,-920.35,-9.1,367,7022Z,12,-1.0,-1.8369701987210297e-16,512.26,1187.9,-454.81,-220.83,233.15,-380.01,-73.97,340.0,-428.72,14.75,340.13,-525.56,200.18,154.1,-87.44,133.52,180.0,-298.82
2020-09-30,6436.62,-6042.54,25.43,368,4511Z,180,-1.0,-1.8369701987210297e-16,-368.65,5546.89,-11400.96,5485.42,5575.99,-4952.37,4861.8,10936.86,-6036.23,-38.83,9742.0,-2425.24,-7355.59,1500.0,-1436.7,-7418.89,0.0,-1604.82
2019-05-31,534.45,-584.99,-881.66,371,5320Z,176,0.49999999999999994,-0.8660254037844387,-831.12,2146.14,-2120.34,-856.92,1200.81,-1168.53,-889.2,1043.79,-1050.52,-882.47,512.35,-520.0,-874.82,582.38,-568.0,0.1,0.0,0.0
2019-06-30,1415.33,-922.06,-388.39,371,5320Z,176,1.2246467991473532e-16,-1.0,-881.66,534.45,-584.99,-831.12,2146.14,-2120.34,-856.92,1200.81,-1168.53,-889.2,1043.79,-1050.52,-882.47,512.35,-520.0,-874.82,582.38,-568.0
2019-07-31,1582.69,-975.85,218.45,371,5320Z,176,-0.4999999999999997,-0.8660254037844388,-388.39,1415.33,-922.06,-881.66,534.45,-584.99,-831.12,2146.14,-2120.34,-856.92,1200.81,-1168.53,-889.2,1043.79,-1050.52,-882.47,512.35,-520.0
2019-08-31,514.23,-704.18,28.5,371,5320Z,176,-0.8660254037844385,-0.5000000000000004,218.45,1582.69,-975.85,-388.39,1415.33,-922.06,-881.66,534.45,-584.99,-831.12,2146.14,-2120.34,-856.92,1200.81,-1168.53,-889.2,1043.79,-1050.52
2019-09-30,1680.29,-1482.16,226.63,371,5320Z,176,-1.0,-1.8369701987210297e-16,28.5,514.23,-704.18,218.45,1582.69,-975.85,-388.39,1415.33,-922.06,-881.66,534.45,-584.99,-831.12,2146.14,-2120.34,-856.92,1200.81,-1168.53
2019-10-31,399.8,-550.39,76.04,371,5320Z,176,-0.8660254037844386,0.5000000000000001,226.63,1680.29,-1482.16,28.5,514.23,-704.18,218.45,1582.69,-975.85,-388.39,1415.33,-922.06,-881.66,534.45,-584.99,-831.12,2146.14,-2120.34
2019-11-30,156.08,-219.77,12.35,371,5320Z,176,-0.5000000000000004,0.8660254037844384,76.04,399.8,-550.39,226.63,1680.29,-1482.16,28.5,514.23,-704.18,218.45,1582.69,-975.85,-388.39,1415.33,-922.06,-881.66,534.45,-584.99
2019-12-31,573.6,-574.87,11.08,371,5320Z,176,-2.4492935982947064e-16,1.0,12.35,156.08,-219.77,76.04,399.8,-550.39,226.63,1680.29,-1482.16,28.5,514.23,-704.18,218.45,1582.69,-975.85,-388.39,1415.33,-922.06
2020-01-31,1594.59,-1546.94,58.73,371,5320Z,176,0.49999999999999994,0.8660254037844387,11.08,573.6,-574.87,12.35,156.08,-219.77,76.04,399.8,-550.39,226.63,1680.29,-1482.16,28.5,514.23,-704.18,218.45,1582.69,-975.85
2020-02-29,821.86,-862.75,17.84,371,5320Z,176,0.8660254037844386,0.5000000000000001,58.73,1594.59,-1546.94,11.08,573.6,-574.87,12.35,156.08,-219.77,76.04,399.8,-550.39,226.63,1680.29,-1482.16,28.5,514.23,-704.18
2020-03-31,422.48,-428.73,11.59,371,5320Z,176,1.0,6.123233995736766e-17,17.84,821.86,-862.75,58.73,1594.59,-1546.94,11.08,573.6,-574.87,12.35,156.08,-219.77,76.04,399.8,-550.39,226.63,1680.29,-1482.16
2020-04-30,0.08,0.0,11.67,371,5320Z,176,0.8660254037844387,-0.4999999999999998,11.59,422.48,-428.73,17.84,821.86,-862.75,58.73,1594.59,-1546.94,11.08,573.6,-574.87,12.35,156.08,-219.77,76.04,399.8,-550.39
2020-05-31,0.0,0.0,11.67,371,5320Z,176,0.49999999999999994,-0.8660254037844387,11.67,0.08,0.0,11.59,422.48,-428.73,17.84,821.86,-862.75,58.73,1594.59,-1546.94,11.08,573.6,-574.87,12.35,156.08,-219.77
2020-06-30,0.0,0.0,11.67,371,5320Z,176,1.2246467991473532e-16,-1.0,11.67,0.0,0.0,11.67,0.08,0.0,11.59,422.48,-428.73,17.84,821.86,-862.75,58.73,1594.59,-1546.94,11.08,573.6,-574.87
2020-08-31,152.93,-150.21,5.0,373,7410Z,160,-0.8660254037844385,-0.5000000000000004,2.28,1320.0,-676.06,-641.66,100.0,-114.39,-627.27,140.42,-146.59,-621.1,60.0,-81.1,-600.0,50.0,0.0,0.1,0.0,0.0
2020-09-30,5.0,-63.6,-53.6,373,7410Z,160,-1.0,-1.8369701987210297e-16,5.0,152.93,-150.21,2.28,1320.0,-676.06,-641.66,100.0,-114.39,-627.27,140.42,-146.59,-621.1,60.0,-81.1,-600.0,50.0,0.0
2020-08-31,925.25,-736.51,-421.8,374,7410Z,160,-0.8660254037844385,-0.5000000000000004,-610.54,1672.31,-1225.34,-1057.51,1549.0,-1035.81,-1570.7,1505.99,-704.38,-2372.31,1500.0,-422.31,-3450.0,50.0,0.0,0.1,0.0,0.0
2020-09-30,0.0,-355.45,-777.25,374,7410Z,160,-1.0,-1.8369701987210297e-16,-421.8,925.25,-736.51,-610.54,1672.31,-1225.34,-1057.51,1549.0,-1035.81,-1570.7,1505.99,-704.38,-2372.31,1500.0,-422.31,-3450.0,50.0,0.0
2020-03-31,29.6,-4528.73,-5062.37,375,7022Z,283,1.0,6.123233995736766e-17,-563.24,12018.0,-12660.75,79.51,11886.0,-3943.26,-7863.23,25127.33,-18831.22,-14159.34,103.8,-4350.2,-9912.94,19611.0,-9667.09,-19856.85,0.0,-686.78
2020-04-30,27318.65,-13263.43,8992.85,375,7022Z,283,0.8660254037844387,-0.4999999999999998,-5062.37,29.6,-4528.73,-563.24,12018.0,-12660.75,79.51,11886.0,-3943.26,-7863.23,25127.33,-18831.22,-14159.34,103.8,-4350.2,-9912.94,19611.0,-9667.09
2020-05-31,11598.0,-7036.76,13554.09,375,7022Z,283,0.49999999999999994,-0.8660254037844387,8992.85,27318.65,-13263.43,-5062.37,29.6,-4528.73,-563.24,12018.0,-12660.75,79.51,11886.0,-3943.26,-7863.23,25127.33,-18831.22,-14159.34,103.8,-4350.2
2020-06-30,1512.1,-7330.37,7735.82,375,7022Z,283,1.2246467991473532e-16,-1.0,13554.09,11598.0,-7036.76,8992.85,27318.65,-13263.43,-5062.37,29.6,-4528.73,-563.24,12018.0,-12660.75,79.51,11886.0,-3943.26,-7863.23,25127.33,-18831.22
2020-07-31,25349.98,-10871.28,22214.52,375,7022Z,283,-0.4999999999999997,-0.8660254037844388,7735.82,1512.1,-7330.37,13554.09,11598.0,-7036.76,8992.85,27318.65,-13263.43,-5062.37,29.6,-4528.73,-563.24,12018.0,-12660.75,79.51,11886.0,-3943.26
2020-08-31,14568.0,-5837.7,30944.82,375,7022Z,283,-0.8660254037844385,-0.5000000000000004,22214.52,25349.98,-10871.28,7735.82,1512.1,-7330.37,13554.09,11598.0,-7036.76,8992.85,27318.65,-13263.43,-5062.37,29.6,-4528.73,-563.24,12018.0,-12660.75
2020-09-30,13368.0,-5862.96,38449.86,375,7022Z,283,-1.0,-1.8369701987210297e-16,30944.82,14568.0,-5837.7,22214.52,25349.98,-10871.28,7735.82,1512.1,-7330.37,13554.09,11598.0,-7036.76,8992.85,27318.65,-13263.43,-5062.37,29.6,-4528.73
2020-02-29,0.0,0.0,-606.76,377,5621Z,42,0.8660254037844386,0.5000000000000001,-606.76,12.0,-10.8,-607.96,887.33,-887.33,-607.96,878.71,-880.66,-606.01,633.89,-634.39,-605.51,1436.92,-1065.67,-976.76,0.0,-0.4
2020-03-31,0.0,0.0,-606.76,377,5621Z,42,1.0,6.123233995736766e-17,-606.76,0.0,0.0,-606.76,12.0,-10.8,-607.96,887.33,-887.33,-607.96,878.71,-880.66,-606.01,633.89,-634.39,-605.51,1436.92,-1065.67
2020-09-30,2050.72,-1448.25,0.16,377,5621Z,42,-1.0,-1.8369701987210297e-16,-602.31,896.69,-891.04,-607.96,809.83,-816.05,-601.74,780.36,-775.34,-606.76,110.0,-110.0,-606.76,110.0,-110.0,-606.76,0.0,0.0
2019-04-30,900.0,-819.1,-6178.42,378,8121Z,140,0.8660254037844387,-0.4999999999999998,-6259.32,1880.0,-1790.09,-6349.23,770.0,-866.03,-6253.2,1170.0,-2089.03,-5334.17,4320.0,-2466.16,-7188.01,1730.0,-1448.81,0.1,0.0,0.0
2019-05-31,656.5,-950.1,-6472.02,378,8121Z,140,0.49999999999999994,-0.8660254037844387,-6178.42,900.0,-819.1,-6259.32,1880.0,-1790.09,-6349.23,770.0,-866.03,-6253.2,1170.0,-2089.03,-5334.17,4320.0,-2466.16,-7188.01,1730.0,-1448.81
2019-06-30,65.73,-252.34,-6658.63,378,8121Z,140,1.2246467991473532e-16,-1.0,-6472.02,656.5,-950.1,-6178.42,900.0,-819.1,-6259.32,1880.0,-1790.09,-6349.23,770.0,-866.03,-6253.2,1170.0,-2089.03,-5334.17,4320.0,-2466.16
2019-07-31,250.9,-78.36,-6486.09,378,8121Z,140,-0.4999999999999997,-0.8660254037844388,-6658.63,65.73,-252.34,-6472.02,656.5,-950.1,-6178.42,900.0,-819.1,-6259.32,1880.0,-1790.09,-6349.23,770.0,-866.03,-6253.2,1170.0,-2089.03
2019-08-31,485.0,-367.93,-6369.02,378,8121Z,140,-0.8660254037844385,-0.5000000000000004,-6486.09,250.9,-78.36,-6658.63,65.73,-252.34,-6472.02,656.5,-950.1,-6178.42,900.0,-819.1,-6259.32,1880.0,-1790.09,-6349.23,770.0,-866.03
2019-09-30,500.0,-438.51,-6307.53,378,8121Z,140,-1.0,-1.8369701987210297e-16,-6369.02,485.0,-367.93,-6486.09,250.9,-78.36,-6658.63,65.73,-252.34,-6472.02,656.5,-950.1,-6178.42,900.0,-819.1,-6259.32,1880.0,-1790.09
2019-10-31,3400.0,-3060.97,-5968.5,378,8121Z,140,-0.8660254037844386,0.5000000000000001,-6307.53,500.0,-438.51,-6369.02,485.0,-367.93,-6486.09,250.9,-78.36,-6658.63,65.73,-252.34,-6472.02,656.5,-950.1,-6178.42,900.0,-819.1
2019-11-30,5979.2,-1782.59,-1771.89,378,8121Z,140,-0.5000000000000004,0.8660254037844384,-5968.5,3400.0,-3060.97,-6307.53,500.0,-438.51,-6369.02,485.0,-367.93,-6486.09,250.9,-78.36,-6658.63,65.73,-252.34,-6472.02,656.5,-950.1
2019-12-31,5131.31,-1708.78,1650.64,378,8121Z,140,-2.4492935982947064e-16,1.0,-1771.89,5979.2,-1782.59,-5968.5,3400.0,-3060.97,-6307.53,500.0,-438.51,-6369.02,485.0,-367.93,-6486.09,250.9,-78.36,-6658.63,65.73,-252.34
2020-01-31,1145.0,-1747.67,1047.97,378,8121Z,140,0.49999999999999994,0.8660254037844387,1650.64,5131.31,-1708.78,-1771.89,5979.2,-1782.59,-5968.5,3400.0,-3060.97,-6307.53,500.0,-438.51,-6369.02,485.0,-367.93,-6486.09,250.9,-78.36
2020-02-29,1040.0,-2673.48,-585.51,378,8121Z,140,0.8660254037844386,0.5000000000000001,1047.97,1145.0,-1747.67,1650.64,5131.31,-1708.78,-1771.89,5979.2,-1782.59,-5968.5,3400.0,-3060.97,-6307.53,500.0,-438.51,-6369.02,485.0,-367.93
2020-03-31,1920.0,-2237.08,-902.59,378,8121Z,140,1.0,6.123233995736766e-17,-585.51,1040.0,-2673.48,1047.97,1145.0,-1747.67,1650.64,5131.31,-1708.78,-1771.89,5979.2,-1782.59,-5968.5,3400.0,-3060.97,-6307.53,500.0,-438.51
2020-04-30,1210.0,-1401.66,-1094.25,378,8121Z,140,0.8660254037844387,-0.4999999999999998,-902.59,1920.0,-2237.08,-585.51,1040.0,-2673.48,1047.97,1145.0,-1747.67,1650.64,5131.31,-1708.78,-1771.89,5979.2,-1782.59,-5968.5,3400.0,-3060.97
2020-05-31,812.45,-1011.57,-1293.37,378,8121Z,140,0.49999999999999994,-0.8660254037844387,-1094.25,1210.0,-1401.66,-902.59,1920.0,-2237.08,-585.51,1040.0,-2673.48,1047.97,1145.0,-1747.67,1650.64,5131.31,-1708.78,-1771.89,5979.2,-1782.59
2020-06-30,1997.11,-1370.87,-667.13,378,8121Z,140,1.2246467991473532e-16,-1.0,-1293.37,812.45,-1011.57,-1094.25,1210.0,-1401.66,-902.59,1920.0,-2237.08,-585.51,1040.0,-2673.48,1047.97,1145.0,-1747.67,1650.64,5131.31,-1708.78
2020-07-31,3463.54,-3645.92,-849.51,378,8121Z,140,-0.4999999999999997,-0.8660254037844388,-667.13,1997.11,-1370.87,-1293.37,812.45,-1011.57,-1094.25,1210.0,-1401.66,-902.59,1920.0,-2237.08,-585.51,1040.0,-2673.48,1047.97,1145.0,-1747.67
2020-08-31,4380.0,-3177.89,352.6,378,8121Z,140,-0.8660254037844385,-0.5000000000000004,-849.51,3463.54,-3645.92,-667.13,1997.11,-1370.87,-1293.37,812.45,-1011.57,-1094.25,1210.0,-1401.66,-902.59,1920.0,-2237.08,-585.51,1040.0,-2673.48
2020-09-30,3270.0,-2263.12,1359.48,378,8121Z,140,-1.0,-1.8369701987210297e-16,352.6,4380.0,-3177.89,-849.51,3463.54,-3645.92,-667.13,1997.11,-1370.87,-1293.37,812.45,-1011.57,-1094.25,1210.0,-1401.66,-902.59,1920.0,-2237.08
2020-02-29,2877.21,-2818.54,-876.82,379,6910Z,106,0.8660254037844386,0.5000000000000001,-935.49,7416.85,-5662.55,-2689.79,5733.55,-5489.42,-2933.92,5980.87,-4774.63,-4140.16,7406.02,-6791.87,-4754.31,1832.62,-439.13,0.1,0.0,0.0
2020-03-31,5389.36,-5478.91,-966.37,379,6910Z,106,1.0,6.123233995736766e-17,-876.82,2877.21,-2818.54,-935.49,7416.85,-5662.55,-2689.79,5733.55,-5489.42,-2933.92,5980.87,-4774.63,-4140.16,7406.02,-6791.87,-4754.31,1832.62,-439.13
2020-04-30,3189.0,-3560.84,-1338.21,379,6910Z,106,0.8660254037844387,-0.4999999999999998,-966.37,5389.36,-5478.91,-876.82,2877.21,-2818.54,-935.49,7416.85,-5662.55,-2689.79,5733.55,-5489.42,-2933.92,5980.87,-4774.63,-4140.16,7406.02,-6791.87
2020-05-31,7486.61,-7023.28,-874.88,379,6910Z,106,0.49999999999999994,-0.8660254037844387,-1338.21,3189.0,-3560.84,-966.37,5389.36,-5478.91,-876.82,2877.21,-2818.54,-935.49,7416.85,-5662.55,-2689.79,5733.55,-5489.42,-2933.92,5980.87,-4774.63
2020-06-30,7724.34,-7049.1,-199.64,379,6910Z,106,1.2246467991473532e-16,-1.0,-874.88,7486.61,-7023.28,-1338.21,3189.0,-3560.84,-966.37,5389.36,-5478.91,-876.82,2877.21,-2818.54,-935.49,7416.85,-5662.55,-2689.79,5733.55,-5489.42
2020-07-31,9162.8,-9768.06,-804.9,379,6910Z,106,-0.4999999999999997,-0.8660254037844388,-199.64,7724.34,-7049.1,-874.88,7486.61,-7023.28,-1338.21,3189.0,-3560.84,-966.37,5389.36,-5478.91,-876.82,2877.21,-2818.54,-935.49,7416.85,-5662.55
2020-08-31,5887.21,-5056.27,26.04,379,6910Z,106,-0.8660254037844385,-0.5000000000000004,-804.9,9162.8,-9768.06,-199.64,7724.34,-7049.1,-874.88,7486.61,-7023.28,-1338.21,3189.0,-3560.84,-966.37,5389.36,-5478.91,-876.82,2877.21,-2818.54
2020-09-30,2941.27,-2747.01,220.3,379,6910Z,106,-1.0,-1.8369701987210297e-16,26.04,5887.21,-5056.27,-804.9,9162.8,-9768.06,-199.64,7724.34,-7049.1,-874.88,7486.61,-7023.28,-1338.21,3189.0,-3560.84,-966.37,5389.36,-5478.91
2020-01-31,26138.92,-15810.28,-14747.71,381,4791A,47,0.49999999999999994,0.8660254037844387,-25076.35,12846.43,-14906.42,-23016.36,16298.68,-17705.7,-21609.34,28424.81,-25057.25,-24976.9,26250.62,-26359.96,-24867.56,14524.79,-12468.66,0.1,0.0,0.0
2020-02-29,12823.31,-14146.22,-16070.62,381,4791A,47,0.8660254037844386,0.5000000000000001,-14747.71,26138.92,-15810.28,-25076.35,12846.43,-14906.42,-23016.36,16298.68,-17705.7,-21609.34,28424.81,-25057.25,-24976.9,26250.62,-26359.96,-24867.56,14524.79,-12468.66
